MarkerID Clock Fk SampleID0 Chr0 SampleID1 Chr1 Shared Missing Pass SegmentLHS SegmentRHS S_LHS S_RHS Shape Rate q25 q50 q75
3 C 2 45 0 19 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 3 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 3 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 3 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 31 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 31 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 31 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 13 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 13 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 13 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 19 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 19 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 19 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 3 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 3 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 3 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 46 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 46 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 46 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 43 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 43 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 43 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 25 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 25 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 25 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 11 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 11 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 11 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 48 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 48 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 48 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 4 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 4 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 4 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 27 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 27 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 27 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 49 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 49 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 49 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 35 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 35 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 35 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 49 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 49 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 49 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 16 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 16 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 16 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 9 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 9 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 9 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 15 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 15 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 15 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 5 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 5 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 5 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 0 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 0 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 0 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 32 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 32 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 32 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 39 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 39 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 39 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 28 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 28 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 28 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 41 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 41 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 41 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 23 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 23 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 23 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 8 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 8 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 8 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 42 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 42 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 42 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 24 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 24 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 24 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 27 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 27 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 27 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 44 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 44 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 44 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 17 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 17 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 17 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 7 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 7 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 7 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 16 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 16 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 16 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 38 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 38 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 38 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 22 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 22 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 22 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 14 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 14 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 14 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 9 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 9 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 9 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 29 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 29 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 29 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 1 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 1 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 1 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 2 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 2 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 2 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 33 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 33 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 33 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 8 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 8 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 8 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 39 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 39 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 39 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 32 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 32 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 32 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 23 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 23 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 23 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 18 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 18 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 18 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 21 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 21 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 21 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 37 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 37 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 37 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 36 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 36 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 36 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 22 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 22 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 22 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 34 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 34 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 34 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 40 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 40 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 40 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 12 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 12 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 12 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 21 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 21 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 21 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 25 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 25 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 25 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 37 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 37 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 37 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 12 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 12 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 12 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 41 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 41 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 41 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 26 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 26 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 26 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 30 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 30 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 30 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 26 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 26 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 26 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 6 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 6 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 6 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 11 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 11 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 11 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 42 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 42 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 42 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 13 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 13 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 13 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 15 0 46 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 15 0 46 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 15 0 46 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 7 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 7 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 7 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 34 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 34 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 34 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 18 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 18 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 18 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 4 0 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 4 0 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 4 0 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 28 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 28 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 28 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
3 M 2 45 0 29 1 0 0.00000000 1 2 4 0 0 2 1.37280000 0.70282099 1.23277935 1.94086391 
3 R 2 45 0 29 1 0 0.00000000 1 2 4 0 0 3 1.54960000 1.10650775 1.74206436 2.51552837 
3 C 2 45 0 29 1 0 0.00000000 1 2 4 0 0 4 1.92240000 1.31535774 1.89936708 2.68403240 
