MarkerID Clock Adjusted Fk N_Shared N_Others PostMean PostMode PostMedian PostCI025 PostCI975 Robust Lower Upper
50 R 0 2 1 100 0.01453444 0.01745052 0.01182652 0.00052021 0.04263245 0.12385113 0.03337288 0.45962784
50 C 0 2 1 100 0.01608214 0.02074425 0.01346400 0.00058390 0.04460820 0.08177837 0.01707741 0.39161088
50 M 1 2 1 100 0.01214316 0.01467976 0.00994873 0.00043906 0.03545353 0.10853016 0.03337288 0.35294516
50 R 1 2 1 100 0.01453444 0.01745052 0.01182652 0.00052021 0.04263245 0.12385113 0.03337288 0.45962784
50 C 1 2 1 100 0.01608214 0.02074425 0.01346400 0.00058390 0.04460820 0.08177837 0.01707741 0.39161088
56 M 0 2 1 100 0.01471772 0.01783177 0.01182652 0.00052676 0.04316309 0.11904832 0.03337288 0.42467131
56 R 0 2 1 100 0.02503422 0.03127772 0.02030073 0.00088151 0.07255040 0.14345840 0.03337288 0.61667785
56 C 0 2 1 100 0.02393266 0.03127772 0.01944192 0.00081373 0.06785120 0.09460221 0.01707741 0.52405929
56 M 1 2 1 100 0.01471772 0.01783177 0.01182652 0.00052676 0.04316309 0.11904832 0.03337288 0.42467131
56 R 1 2 1 100 0.02503422 0.03127772 0.02030073 0.00088151 0.07255040 0.14345840 0.03337288 0.61667785
56 C 1 2 1 100 0.02393266 0.03127772 0.01944192 0.00081373 0.06785120 0.09460221 0.01707741 0.52405929
70 M 0 2 1 100 0.01423263 0.01707741 0.01132621 0.00050349 0.04235960 0.15546856 0.03337288 0.72425502
70 R 0 2 1 100 0.01207208 0.01405874 0.00932415 0.00038986 0.03769644 0.17257497 0.03337288 0.89240499
70 C 0 2 1 100 0.01349508 0.01707741 0.01132621 0.00049447 0.03792750 0.12421302 0.01707741 0.90346662
70 M 1 2 1 100 0.01423263 0.01707741 0.01132621 0.00050349 0.04235960 0.15546856 0.03337288 0.72425502
70 R 1 2 1 100 0.01207208 0.01405874 0.00932415 0.00038986 0.03769644 0.17257497 0.03337288 0.89240499
70 C 1 2 1 100 0.01349508 0.01707741 0.01132621 0.00049447 0.03792750 0.12421302 0.01707741 0.90346662
81 M 0 2 1 100 0.01520692 0.01783177 0.01208491 0.00053098 0.04581741 0.17160795 0.03337288 0.88243186
81 R 0 2 1 100 0.00697624 0.00719408 0.00487555 0.00017993 0.02490285 0.20004714 0.03337288 1.19914318
81 C 0 2 1 100 0.00913643 0.01061515 0.00719408 0.00031361 0.02784979 0.14703687 0.01707741 1.26599021
81 M 1 2 1 100 0.01520692 0.01783177 0.01208491 0.00053098 0.04581741 0.17160795 0.03337288 0.88243186
81 R 1 2 1 100 0.00697624 0.00719408 0.00487555 0.00017993 0.02490285 0.20004714 0.03337288 1.19914318
81 C 1 2 1 100 0.00913643 0.01061515 0.00719408 0.00031361 0.02784979 0.14703687 0.01707741 1.26599021
86 M 0 2 1 100 0.01567310 0.01944192 0.01289442 0.00057019 0.04498647 0.10872972 0.03337288 0.35424431
86 R 0 2 1 100 0.01905252 0.02361646 0.01566309 0.00068745 0.05463119 0.12266570 0.03337288 0.45087134
86 C 0 2 1 100 0.02387318 0.03265934 0.01986668 0.00083301 0.06505498 0.08220365 0.01707741 0.39569459
86 M 1 2 1 100 0.01567310 0.01944192 0.01289442 0.00057019 0.04498647 0.10872972 0.03337288 0.35424431
86 R 1 2 1 100 0.01905252 0.02361646 0.01566309 0.00068745 0.05463119 0.12266570 0.03337288 0.45087134
86 C 1 2 1 100 0.02387318 0.03265934 0.01986668 0.00083301 0.06505498 0.08220365 0.01707741 0.39569459
111 M 0 2 1 100 0.02263417 0.02807399 0.01822135 0.00079921 0.06567334 0.13352540 0.03337288 0.53423720
111 R 0 2 1 100 0.01613997 0.01944192 0.01289442 0.00057407 0.04748521 0.13969504 0.03337288 0.58474747
111 C 0 2 1 100 0.02604762 0.03560838 0.02166058 0.00088297 0.07234314 0.09863172 0.01707741 0.56965390
111 M 1 2 1 100 0.02263417 0.02807399 0.01822135 0.00079921 0.06567334 0.13352540 0.03337288 0.53423720
111 R 1 2 1 100 0.01613997 0.01944192 0.01289442 0.00057407 0.04748521 0.13969504 0.03337288 0.58474747
111 C 1 2 1 100 0.02604762 0.03560838 0.02166058 0.00088297 0.07234314 0.09863172 0.01707741 0.56965390
120 M 0 2 1 100 0.01239128 0.01467976 0.00994873 0.00044290 0.03663153 0.11922856 0.03337288 0.42595820
120 R 0 2 1 100 0.01211060 0.01375816 0.00912479 0.00036084 0.03886351 0.12707776 0.03337288 0.48388865
120 C 0 2 1 100 0.01322346 0.01600529 0.01061515 0.00045674 0.03892211 0.08595548 0.01707741 0.43263837
120 M 1 2 1 100 0.01239128 0.01467976 0.00994873 0.00044290 0.03663153 0.11922856 0.03337288 0.42595820
120 R 1 2 1 100 0.01211060 0.01375816 0.00912479 0.00036084 0.03886351 0.12707776 0.03337288 0.48388865
120 C 1 2 1 100 0.01322346 0.01600529 0.01061515 0.00045674 0.03892211 0.08595548 0.01707741 0.43263837
128 M 0 2 1 100 0.01946090 0.02311153 0.01532820 0.00067044 0.05878927 0.14551939 0.03337288 0.63452407
128 R 0 2 1 100 0.01186207 0.01261873 0.00855194 0.00031781 0.04105705 0.14732315 0.03337288 0.65035180
128 C 0 2 1 100 0.01363885 0.01532820 0.01038819 0.00044318 0.04319423 0.10576305 0.01707741 0.65500676
128 M 1 2 1 100 0.01946090 0.02311153 0.01532820 0.00067044 0.05878927 0.14551939 0.03337288 0.63452407
128 R 1 2 1 100 0.01186207 0.01261873 0.00855194 0.00031781 0.04105705 0.14732315 0.03337288 0.65035180
128 C 1 2 1 100 0.01363885 0.01532820 0.01038819 0.00044318 0.04319423 0.10576305 0.01707741 0.65500676
18 M 0 3 3 100 0.02462873 0.02574895 0.02311153 0.00632870 0.05064969 0.12951777 0.03337288 0.50264933
18 R 0 3 3 100 0.01364033 0.01405874 0.01208491 0.00290256 0.03138306 0.12668014 0.03337288 0.48086530
18 C 0 3 3 100 0.01584743 0.01671229 0.01467976 0.00396663 0.03315541 0.09169344 0.01707741 0.49232782
18 M 1 3 3 100 0.02462873 0.02574895 0.02311153 0.00632870 0.05064969 0.12951777 0.03337288 0.50264933
18 R 1 3 3 100 0.01364033 0.01405874 0.01208491 0.00290256 0.03138306 0.12668014 0.03337288 0.48086530
18 C 1 3 3 100 0.01584743 0.01671229 0.01467976 0.00396663 0.03315541 0.09169344 0.01707741 0.49232782
25 M 0 3 3 100 0.02336397 0.02465966 0.02166058 0.00603790 0.04785896 0.11924145 0.03337288 0.42605027
25 R 0 3 3 100 0.01787326 0.01861945 0.01635497 0.00408507 0.03919177 0.12707776 0.03337288 0.48388865
25 C 0 3 3 100 0.01831080 0.01944192 0.01707741 0.00461862 0.03772672 0.08716210 0.01707741 0.44487008
25 M 1 3 3 100 0.02336397 0.02465966 0.02166058 0.00603790 0.04785896 0.11924145 0.03337288 0.42605027
25 R 1 3 3 100 0.01787326 0.01861945 0.01635497 0.00408507 0.03919177 0.12707776 0.03337288 0.48388865
25 C 1 3 3 100 0.01831080 0.01944192 0.01707741 0.00461862 0.03772672 0.08716210 0.01707741 0.44487008
29 M 0 3 3 100 0.03657929 0.03882370 0.03410200 0.00905514 0.07681738 0.14871473 0.03337288 0.66269596
29 R 0 3 3 100 0.04430572 0.04516480 0.03967191 0.00975118 0.09971429 0.18095912 0.03337288 0.98122208
29 C 0 3 3 100 0.03318881 0.03410200 0.02995455 0.00749764 0.07402865 0.12436076 0.01707741 0.90561705
29 M 1 3 3 100 0.03657929 0.03882370 0.03410200 0.00905514 0.07681738 0.14871473 0.03337288 0.66269596
29 R 1 3 3 100 0.04430572 0.04516480 0.03967191 0.00975118 0.09971429 0.18095912 0.03337288 0.98122208
29 C 1 3 3 100 0.03318881 0.03410200 0.02995455 0.00749764 0.07402865 0.12436076 0.01707741 0.90561705
33 M 0 3 3 100 0.02490545 0.02631150 0.02311153 0.00662607 0.04998398 0.13861236 0.05141824 0.37366872
33 R 0 3 3 100 0.05218956 0.05486252 0.05031889 0.02077450 0.09037561 0.22052813 0.09018988 0.53922520
33 C 0 3 3 100 0.04505360 0.04819019 0.04325415 0.01821599 0.07610952 0.14756746 0.04750083 0.45843734
33 M 1 3 3 100 0.02490545 0.02631150 0.02311153 0.00662607 0.04998398 0.13861236 0.05141824 0.37366872
33 R 1 3 3 94 0.06600976 0.06958629 0.06382326 0.02678478 0.11221588 0.23075813 0.09018988 0.59041337
33 C 1 3 3 100 0.04505360 0.04819019 0.04325415 0.01821599 0.07610952 0.14756746 0.04750083 0.45843734
67 M 0 3 3 100 0.02147209 0.02261739 0.01986668 0.00559984 0.04369396 0.11412303 0.03337288 0.39025903
67 R 0 3 3 100 0.01638602 0.01671229 0.01467976 0.00341346 0.03818661 0.13196186 0.03337288 0.52179894
67 C 0 3 3 100 0.01664775 0.01745052 0.01532820 0.00409953 0.03530483 0.08842386 0.01707741 0.45784325
67 M 1 3 3 100 0.02147209 0.02261739 0.01986668 0.00559984 0.04369396 0.11412303 0.03337288 0.39025903
67 R 1 3 3 100 0.01638602 0.01671229 0.01467976 0.00341346 0.03818661 0.13196186 0.03337288 0.52179894
67 C 1 3 3 100 0.01664775 0.01745052 0.01532820 0.00409953 0.03530483 0.08842386 0.01707741 0.45784325
77 M 0 3 3 100 0.01943824 0.02074425 0.01822135 0.00511923 0.03928732 0.10683130 0.03337288 0.34198213
77 R 0 3 3 100 0.01844288 0.01944192 0.01707741 0.00453049 0.03871079 0.12208384 0.03337288 0.44660411
77 C 0 3 3 100 0.01863718 0.02030073 0.01745052 0.00488921 0.03695299 0.08183141 0.01707741 0.39211903
77 M 1 3 3 100 0.01943824 0.02074425 0.01822135 0.00511923 0.03928732 0.10683130 0.03337288 0.34198213
77 R 1 3 3 100 0.01844288 0.01944192 0.01707741 0.00453049 0.03871079 0.12208384 0.03337288 0.44660411
77 C 1 3 3 100 0.01863718 0.02030073 0.01745052 0.00488921 0.03695299 0.08183141 0.01707741 0.39211903
97 M 0 3 3 100 0.02512356 0.02631150 0.02311153 0.00642246 0.05192001 0.13958941 0.03337288 0.58386349
97 R 0 3 3 100 0.01612629 0.01635497 0.01436590 0.00349296 0.03672620 0.14633940 0.03337288 0.64169538
97 C 0 3 3 100 0.01669522 0.01745052 0.01532820 0.00417783 0.03482945 0.10418629 0.01707741 0.63562211
97 M 1 3 3 100 0.02512356 0.02631150 0.02311153 0.00642246 0.05192001 0.13958941 0.03337288 0.58386349
97 R 1 3 3 100 0.01612629 0.01635497 0.01436590 0.00349296 0.03672620 0.14633940 0.03337288 0.64169538
97 C 1 3 3 100 0.01669522 0.01745052 0.01532820 0.00417783 0.03482945 0.10418629 0.01707741 0.63562211
101 M 0 3 3 100 0.01890695 0.01986668 0.01783177 0.00496685 0.03834969 0.12661171 0.03337288 0.48034595
101 R 0 3 3 100 0.02034269 0.02166058 0.01902624 0.00530331 0.04146675 0.14167134 0.03337288 0.60140963
101 C 0 3 3 100 0.01910642 0.02074425 0.01822135 0.00516763 0.03705596 0.09824876 0.01707741 0.56523891
101 M 1 3 3 100 0.01890695 0.01986668 0.01783177 0.00496685 0.03834969 0.12661171 0.03337288 0.48034595
101 R 1 3 3 100 0.02034269 0.02166058 0.01902624 0.00530331 0.04146675 0.14167134 0.03337288 0.60140963
101 C 1 3 3 100 0.01910642 0.02074425 0.01822135 0.00516763 0.03705596 0.09824876 0.01707741 0.56523891
14 M 0 4 6 100 0.06992393 0.07110659 0.06809849 0.03480561 0.11267443 0.18433409 0.05197689 0.65373393
14 R 0 4 6 100 0.04345549 0.04419915 0.04142432 0.01689217 0.07924904 0.15265508 0.03337288 0.69827882
14 C 0 4 6 100 0.05444835 0.05486252 0.05254161 0.02597527 0.09001870 0.13957433 0.02659737 0.73244046
14 M 1 4 6 100 0.06992393 0.07110659 0.06809849 0.03480561 0.11267443 0.18433409 0.05197689 0.65373393
14 R 1 4 6 100 0.04345549 0.04419915 0.04142432 0.01689217 0.07924904 0.15265508 0.03337288 0.69827882
14 C 1 4 6 100 0.05444835 0.05486252 0.05254161 0.02597527 0.09001870 0.13957433 0.02659737 0.73244046
23 M 0 4 6 100 0.04491021 0.04615155 0.04325415 0.01863766 0.07837332 0.12172816 0.03337288 0.44400560
23 R 0 4 6 100 0.04666173 0.04819019 0.04419915 0.01924528 0.08181323 0.13183358 0.03337288 0.52078496
23 C 0 4 6 100 0.04396897 0.04516480 0.04232935 0.01734729 0.07765909 0.08937491 0.01707741 0.46774498
23 M 1 4 6 100 0.04491021 0.04615155 0.04325415 0.01863766 0.07837332 0.12172816 0.03337288 0.44400560
23 R 1 4 6 100 0.04666173 0.04819019 0.04419915 0.01924528 0.08181323 0.13183358 0.03337288 0.52078496
23 C 1 4 6 100 0.04396897 0.04516480 0.04232935 0.01734729 0.07765909 0.08937491 0.01707741 0.46774498
58 M 0 4 6 100 0.11092084 0.10955531 0.10267741 0.03851506 0.22025550 0.22447122 0.03337288 1.50982878
58 R 0 4 6 100 0.18613432 0.18010075 0.16518507 0.05285999 0.41193925 0.28165375 0.03337288 2.37704517
58 C 0 4 6 100 0.15720200 0.13307885 0.12744907 0.03204288 0.42167361 0.22818872 0.01707741 3.04906164
58 M 1 4 6 100 0.11092084 0.10955531 0.10267741 0.03851506 0.22025550 0.22447122 0.03337288 1.50982878
58 R 1 4 6 100 0.18613432 0.18010075 0.16518507 0.05285999 0.41193925 0.28165375 0.03337288 2.37704517
58 C 1 4 6 100 0.15720200 0.13307885 0.12744907 0.03204288 0.42167361 0.22818872 0.01707741 3.04906164
60 M 0 4 6 100 0.06822584 0.06958629 0.06521765 0.02647359 0.12522272 0.19065495 0.03337288 1.08918725
60 R 0 4 6 100 0.09926054 0.10048210 0.09417382 0.03712395 0.18365305 0.21165584 0.03337288 1.34235347
60 C 0 4 6 100 0.07217494 0.07266011 0.06664251 0.02405424 0.14194613 0.16349797 0.01707741 1.56531813
60 M 1 4 6 100 0.06822584 0.06958629 0.06521765 0.02647359 0.12522272 0.19065495 0.03337288 1.08918725
60 R 1 4 6 100 0.09926054 0.10048210 0.09417382 0.03712395 0.18365305 0.21165584 0.03337288 1.34235347
60 C 1 4 6 100 0.07217494 0.07266011 0.06664251 0.02405424 0.14194613 0.16349797 0.01707741 1.56531813
80 M 0 4 6 100 0.04974489 0.05141824 0.04715986 0.02033191 0.08776709 0.13365532 0.03337288 0.53527737
80 R 0 4 6 100 0.07328656 0.07424757 0.06958629 0.02734874 0.13532412 0.16388713 0.03337288 0.80481500
80 C 0 4 6 100 0.05345582 0.05368952 0.04924304 0.01859426 0.10481103 0.10930698 0.01707741 0.69963838
80 M 1 4 6 100 0.04974489 0.05141824 0.04715986 0.02033191 0.08776709 0.13365532 0.03337288 0.53527737
80 R 1 4 6 100 0.07328656 0.07424757 0.06958629 0.02734874 0.13532412 0.16388713 0.03337288 0.80481500
80 C 1 4 6 100 0.05345582 0.05368952 0.04924304 0.01859426 0.10481103 0.10930698 0.01707741 0.69963838
113 M 0 4 6 100 0.02610342 0.02688635 0.02519842 0.01117801 0.04478266 0.12651598 0.03337288 0.47961979
113 R 0 4 6 100 0.02686612 0.02747376 0.02574895 0.01129376 0.04659388 0.13964976 0.03337288 0.58436846
113 C 0 4 6 100 0.02416514 0.02519842 0.02361646 0.01060124 0.04015117 0.09915536 0.01707741 0.57571865
113 M 1 4 6 100 0.02610342 0.02688635 0.02519842 0.01117801 0.04478266 0.12651598 0.03337288 0.47961979
113 R 1 4 6 100 0.02686612 0.02747376 0.02574895 0.01129376 0.04659388 0.13964976 0.03337288 0.58436846
113 C 1 4 6 100 0.02416514 0.02519842 0.02361646 0.01060124 0.04015117 0.09915536 0.01707741 0.57571865
119 M 0 4 6 100 0.06990281 0.07266011 0.06664251 0.02976741 0.11987179 0.21659189 0.06859086 0.68394021
119 R 0 4 6 100 0.11657871 0.11944779 0.11194884 0.05988311 0.18487503 0.34913911 0.12382883 0.98440823
119 C 0 4 6 100 0.09616339 0.09833373 0.09417382 0.05011476 0.15065424 0.24489015 0.06616413 0.90640029
119 M 1 4 6 100 0.06990281 0.07266011 0.06664251 0.02976741 0.11987179 0.21659189 0.06859086 0.68394021
119 R 1 4 6 97 0.18245307 0.18805629 0.17625009 0.09596183 0.28111589 0.36240607 0.12382883 1.06064284
119 C 1 4 6 97 0.15938694 0.16518507 0.15481473 0.07989305 0.24886732 0.25336285 0.06616413 0.97020448
2 M 0 5 10 100 0.09604220 0.09623130 0.09216033 0.04464848 0.16591937 0.20353602 0.03337288 1.24133479
2 R 0 5 10 100 0.08777312 0.08637448 0.08272049 0.04051265 0.15226845 0.19774738 0.03337288 1.17173076
2 C 0 5 10 100 0.06567034 0.06245868 0.06112328 0.02779791 0.12386151 0.16256425 0.01707741 1.54749032
2 M 1 5 10 100 0.09604220 0.09623130 0.09216033 0.04464848 0.16591937 0.20353602 0.03337288 1.24133479
2 R 1 5 10 100 0.08777312 0.08637448 0.08272049 0.04051265 0.15226845 0.19774738 0.03337288 1.17173076
2 C 1 5 10 100 0.06567034 0.06245868 0.06112328 0.02779791 0.12386151 0.16256425 0.01707741 1.54749032
20 M 0 5 10 100 0.05966700 0.05981642 0.05728595 0.03020060 0.09614499 0.15198023 0.03337288 0.69211863
20 R 0 5 10 100 0.09064310 0.09216033 0.08826157 0.04500091 0.14666785 0.18043191 0.03337288 0.97551296
20 C 0 5 10 100 0.06302723 0.06382326 0.06112328 0.02940908 0.10522742 0.12661171 0.01707741 0.93869747
20 M 1 5 10 100 0.05966700 0.05981642 0.05728595 0.03020060 0.09614499 0.15198023 0.03337288 0.69211863
20 R 1 5 10 100 0.09064310 0.09216033 0.08826157 0.04500091 0.14666785 0.18043191 0.03337288 0.97551296
20 C 1 5 10 100 0.06302723 0.06382326 0.06112328 0.02940908 0.10522742 0.12661171 0.01707741 0.93869747
40 M 0 5 10 100 0.03834118 0.03882370 0.03718130 0.02018391 0.05996190 0.10666980 0.03337288 0.34094894
40 R 0 5 10 100 0.04351005 0.04419915 0.04232935 0.02208730 0.06973885 0.12465676 0.03337288 0.46562687
40 C 0 5 10 100 0.03315059 0.03337288 0.03196107 0.01705774 0.05247545 0.08215037 0.01707741 0.39518181
40 M 1 5 10 100 0.03834118 0.03882370 0.03718130 0.02018391 0.05996190 0.10666980 0.03337288 0.34094894
40 R 1 5 10 100 0.04351005 0.04419915 0.04232935 0.02208730 0.06973885 0.12465676 0.03337288 0.46562687
40 C 1 5 10 100 0.03315059 0.03337288 0.03196107 0.01705774 0.05247545 0.08215037 0.01707741 0.39518181
99 M 0 5 10 100 0.03263108 0.03337288 0.03196107 0.01740111 0.05053954 0.09499148 0.03337288 0.27038068
99 R 0 5 10 100 0.03187273 0.03265934 0.03060899 0.01668076 0.05001570 0.10078660 0.03337288 0.30437706
99 C 0 5 10 100 0.02790141 0.02868735 0.02688635 0.01491817 0.04276343 0.06754881 0.01707741 0.26718573
99 M 1 5 10 100 0.03263108 0.03337288 0.03196107 0.01740111 0.05053954 0.09499148 0.03337288 0.27038068
99 R 1 5 10 100 0.03187273 0.03265934 0.03060899 0.01668076 0.05001570 0.10078660 0.03337288 0.30437706
99 C 1 5 10 100 0.02790141 0.02868735 0.02688635 0.01491817 0.04276343 0.06754881 0.01707741 0.26718573
26 M 0 6 15 100 0.05518518 0.05606114 0.05368952 0.03228466 0.08204480 0.14645014 0.03337288 0.64266692
26 R 0 6 15 100 0.05039660 0.05031889 0.04924304 0.02891772 0.07601199 0.16057388 0.03337288 0.77260263
26 C 0 6 15 100 0.03919957 0.03967191 0.03799362 0.02273194 0.05839589 0.11622636 0.01707741 0.79101937
26 M 1 6 15 100 0.05518518 0.05606114 0.05368952 0.03228466 0.08204480 0.14645014 0.03337288 0.64266692
26 R 1 6 15 100 0.05039660 0.05031889 0.04924304 0.02891772 0.07601199 0.16057388 0.03337288 0.77260263
26 C 1 6 15 100 0.03919957 0.03967191 0.03799362 0.02273194 0.05839589 0.11622636 0.01707741 0.79101937
46 M 0 6 15 100 0.07879724 0.07922108 0.07586971 0.04436597 0.12084621 0.16376321 0.03337288 0.80359833
46 R 0 6 15 100 0.09327572 0.09216033 0.09018988 0.05037725 0.14774268 0.19589698 0.03337288 1.14990472
46 C 0 6 15 100 0.06213544 0.06112328 0.05981642 0.03226595 0.10190119 0.13963467 0.01707741 1.14173264
46 M 1 6 15 100 0.07879724 0.07922108 0.07586971 0.04436597 0.12084621 0.16376321 0.03337288 0.80359833
46 R 1 6 15 100 0.09327572 0.09216033 0.09018988 0.05037725 0.14774268 0.19589698 0.03337288 1.14990472
46 C 1 6 15 100 0.06213544 0.06112328 0.05981642 0.03226595 0.10190119 0.13963467 0.01707741 1.14173264
48 M 0 6 15 100 0.11214878 0.11194884 0.10721295 0.05980346 0.17965844 0.17977020 0.03337288 0.96837093
48 R 0 6 15 100 0.16329866 0.16165332 0.15481473 0.07950901 0.27650262 0.20811771 0.03337288 1.29784985
48 C 0 6 15 100 0.13348425 0.12472413 0.12205746 0.05053473 0.26585516 0.15170129 0.01707741 1.34758573
48 M 1 6 15 100 0.11214878 0.11194884 0.10721295 0.05980346 0.17965844 0.17977020 0.03337288 0.96837093
48 R 1 6 15 100 0.16329866 0.16165332 0.15481473 0.07950901 0.27650262 0.20811771 0.03337288 1.29784985
48 C 1 6 15 100 0.13348425 0.12472413 0.12205746 0.05053473 0.26585516 0.15170129 0.01707741 1.34758573
105 M 0 6 15 100 0.04314929 0.04325415 0.04232935 0.02564993 0.06333551 0.11644007 0.03337288 0.40626672
105 R 0 6 15 100 0.03048312 0.03060899 0.02931410 0.01714558 0.04664540 0.11899687 0.03337288 0.42430434
105 C 0 6 15 100 0.02588801 0.02631150 0.02519842 0.01521558 0.03831733 0.08353795 0.01707741 0.40864437
105 M 1 6 15 100 0.04314929 0.04325415 0.04232935 0.02564993 0.06333551 0.11644007 0.03337288 0.40626672
105 R 1 6 15 100 0.03048312 0.03060899 0.02931410 0.01714558 0.04664540 0.11899687 0.03337288 0.42430434
105 C 1 6 15 100 0.02588801 0.02631150 0.02519842 0.01521558 0.03831733 0.08353795 0.01707741 0.40864437
36 M 0 7 21 100 0.08344023 0.08272049 0.08095188 0.05205845 0.11973053 0.14440272 0.03549861 0.58740745
36 R 0 7 21 100 0.13319880 0.13307885 0.13023354 0.08932297 0.18235335 0.21262959 0.05357913 0.84382384
36 C 0 7 21 100 0.09508289 0.09417382 0.09216033 0.06112909 0.13431164 0.14897361 0.02770089 0.80117052
36 M 1 7 21 100 0.08344023 0.08272049 0.08095188 0.05205845 0.11973053 0.14440272 0.03549861 0.58740745
36 R 1 7 21 100 0.13319880 0.13307885 0.13023354 0.08932297 0.18235335 0.21262959 0.05357913 0.84382384
36 C 1 7 21 100 0.09508289 0.09417382 0.09216033 0.06112909 0.13431164 0.14897361 0.02770089 0.80117052
38 M 0 7 21 100 0.15728785 0.15481473 0.15150470 0.10208981 0.22348183 0.24994831 0.05537304 1.12824137
38 R 0 7 21 100 0.17142642 0.16879399 0.16518507 0.09129654 0.27975729 0.23575846 0.03337288 1.66548584
38 C 0 7 21 100 0.14568306 0.13895730 0.13895730 0.07887010 0.24113051 0.23001722 0.02833524 1.86721285
38 M 1 7 21 100 0.15728785 0.15481473 0.15150470 0.10208981 0.22348183 0.24994831 0.05537304 1.12824137
38 R 1 7 21 100 0.17142642 0.16879399 0.16518507 0.09129654 0.27975729 0.23575846 0.03337288 1.66548584
38 C 1 7 21 100 0.14568306 0.13895730 0.13895730 0.07887010 0.24113051 0.23001722 0.02833524 1.86721285
51 M 0 7 21 100 0.09856642 0.09833373 0.09623130 0.06060401 0.14296367 0.15716983 0.03549861 0.69586835
51 R 0 7 21 100 0.13264372 0.13307885 0.13023354 0.08857525 0.18263905 0.22161454 0.05357913 0.91664432
51 C 0 7 21 100 0.09998404 0.10048210 0.09833373 0.06358467 0.14267564 0.15594129 0.02770089 0.87786654
51 M 1 7 21 100 0.09856642 0.09833373 0.09623130 0.06060401 0.14296367 0.15716983 0.03549861 0.69586835
51 R 1 7 21 100 0.13264372 0.13307885 0.13023354 0.08857525 0.18263905 0.22161454 0.05357913 0.91664432
51 C 1 7 21 100 0.09998404 0.10048210 0.09833373 0.06358467 0.14267564 0.15594129 0.02770089 0.87786654
52 M 0 7 21 100 0.16141551 0.15819707 0.15819707 0.10462866 0.22948377 0.22595229 0.05537304 0.92200891
52 R 0 7 21 100 0.18966348 0.18403554 0.18010075 0.09710672 0.31722650 0.21349354 0.03337288 1.36576454
52 C 0 7 21 100 0.18294052 0.16879399 0.16879399 0.08637300 0.33251227 0.19264013 0.02833524 1.30968438
52 M 1 7 21 100 0.16141551 0.15819707 0.15819707 0.10462866 0.22948377 0.22595229 0.05537304 0.92200891
52 R 1 7 21 100 0.18966348 0.18403554 0.18010075 0.09710672 0.31722650 0.21349354 0.03337288 1.36576454
52 C 1 7 21 100 0.18294052 0.16879399 0.16879399 0.08637300 0.33251227 0.19264013 0.02833524 1.30968438
53 M 0 7 21 100 0.06600095 0.06664251 0.06382326 0.04195230 0.09331827 0.12532825 0.03549861 0.44247288
53 R 0 7 21 100 0.11419120 0.11439467 0.11194884 0.07872093 0.15266207 0.18670926 0.05357913 0.65063297
53 C 0 7 21 100 0.07713597 0.07752729 0.07586971 0.05200676 0.10468284 0.12375876 0.02770089 0.55291472
