MarkerID Clock Fk SampleID0 Chr0 SampleID1 Chr1 Shared Missing Pass SegmentLHS SegmentRHS S_LHS S_RHS Shape Rate q25 q50 q75
2 C 4 16 0 43 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 19 0 36 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 19 0 36 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 19 0 36 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 1 1 23 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 23 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 23 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 29 1 13 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 29 1 13 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 29 1 13 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 19 0 26 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 19 0 26 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 19 0 26 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 29 1 42 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 29 1 42 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 29 1 42 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 29 1 49 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 29 1 49 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 29 1 49 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 29 1 24 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 29 1 24 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 29 1 24 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 29 1 9 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 29 1 9 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 29 1 9 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 29 1 13 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 29 1 13 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 29 1 13 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 19 0 36 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 19 0 36 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 19 0 36 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 1 1 48 0 0 0.00000000 1 1 5 0 0 2 1.37040000 0.70282099 1.23277935 1.98326735 
2 R 4 1 1 48 0 0 0.00000000 1 1 5 0 0 2 1.36960002 0.70282099 1.23277935 1.98326735 
2 C 4 1 1 48 0 0 0.00000000 1 1 5 0 0 3 1.74000002 0.99316995 1.53019623 2.25786687 
2 M 4 1 1 3 0 0 0.00000000 1 0 3 0 0 2 1.55840000 0.61734460 1.08284995 1.74206436 
2 R 4 1 1 3 0 0 0.00000000 1 0 3 0 0 2 1.62880002 0.59122842 1.03704100 1.66836796 
2 C 4 1 1 3 0 0 0.00000000 1 0 3 0 0 3 2.18720002 0.78302497 1.23277935 1.78012448 
2 M 4 1 1 7 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 7 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 7 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 1 1 21 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 21 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 21 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 19 0 9 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 19 0 9 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 19 0 9 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 1 1 8 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 8 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 8 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 29 1 22 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 29 1 22 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 29 1 22 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 23 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 23 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 23 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 1 1 35 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 35 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 35 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 1 1 42 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 42 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 42 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 14 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 14 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 14 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 19 0 38 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 19 0 38 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 19 0 38 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 1 1 17 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 17 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 17 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 11 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 11 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 11 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 1 1 6 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 6 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 6 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 31 1 0 0.00000000 1 1 3 0 0 2 1.17840000 0.81761334 1.43413024 2.30719610 
2 R 4 16 0 31 1 0 0.00000000 1 1 3 0 0 3 1.24960000 1.37346071 2.16234992 3.12241769 
2 C 4 16 0 31 1 0 0.00000000 1 1 3 0 0 4 1.42800000 1.78012448 2.57048692 3.55474185 
2 M 4 19 0 0 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 19 0 0 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 19 0 0 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 1 1 16 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 16 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 16 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 41 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 41 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 41 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 29 1 17 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 29 1 17 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 29 1 17 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 1 1 18 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 18 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 18 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 1 1 28 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 28 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 28 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 1 1 30 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 30 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 30 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 19 0 25 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 19 0 25 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 19 0 25 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 19 0 27 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 19 0 27 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 19 0 27 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 1 1 24 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 24 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 24 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 19 0 2 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 19 0 2 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 19 0 2 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 28 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 28 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 28 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 29 1 32 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 29 1 32 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 29 1 32 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 11 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 11 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 11 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 49 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 49 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 49 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 44 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 44 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 44 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 29 1 40 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 29 1 40 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 29 1 40 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 29 1 2 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 29 1 2 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 29 1 2 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 29 1 20 1 0 0.00000000 1 0 3 0 0 2 1.55840000 0.61734460 1.08284995 1.74206436 
2 R 4 29 1 20 1 0 0.00000000 1 0 3 0 0 2 1.62880002 0.59122842 1.03704100 1.66836796 
2 C 4 29 1 20 1 0 0.00000000 1 0 3 0 0 3 2.18720002 0.78302497 1.23277935 1.78012448 
2 M 4 1 1 43 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 43 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 43 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 39 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 39 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 39 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 27 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 27 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 27 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 1 1 26 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 26 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 26 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 10 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 10 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 10 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 19 0 29 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 19 0 29 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 19 0 29 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 1 1 22 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 22 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 22 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 15 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 15 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 15 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 1 1 41 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 41 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 41 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 25 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 25 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 25 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 29 1 1 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 29 1 1 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 29 1 1 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 19 0 10 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 19 0 10 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 19 0 10 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 14 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 14 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 14 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 45 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 45 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 45 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 29 1 38 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 29 1 38 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 29 1 38 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 35 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 35 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 35 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 8 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 16 0 8 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 16 0 8 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 19 0 19 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 19 0 19 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 19 0 19 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 16 0 33 0 0 0.00000000 1 0 3 0 0 2 1.55840000 0.61734460 1.08284995 1.74206436 
2 R 4 16 0 33 0 0 0.00000000 1 0 3 0 0 2 1.62880002 0.59122842 1.03704100 1.66836796 
2 C 4 16 0 33 0 0 0.00000000 1 0 3 0 0 3 2.18720002 0.78302497 1.23277935 1.78012448 
2 M 4 1 1 6 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 1 1 6 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 1 1 6 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 29 1 5 0 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 29 1 5 0 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 29 1 5 0 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
2 M 4 19 0 37 1 0 0.00000000 1 1 3 0 0 2 1.17840000 0.81761334 1.43413024 2.30719610 
2 R 4 19 0 37 1 0 0.00000000 1 1 3 0 0 3 1.24960000 1.37346071 2.16234992 3.12241769 
2 C 4 19 0 37 1 0 0.00000000 1 1 3 0 0 4 1.42800000 1.78012448 2.57048692 3.55474185 
2 M 4 19 0 46 1 0 0.00000000 1 0 5 0 0 2 1.75040000 0.55411099 0.95115482 1.53019623 
2 R 4 19 0 46 1 0 0.00000000 1 0 5 0 0 1 1.74880004 0.16518507 0.39211903 0.80013228 
2 C 4 19 0 46 1 0 0.00000000 1 0 5 0 0 2 2.49920004 0.38373529 0.67308881 1.08284995 
